aggregated_crossings_id,stream_crossing_id,dam_id,misc_barrier_anthropogenic_id,modelled_crossing_id,crossing_source,pscis_status,crossing_type_code,crossing_subtype_code,modelled_crossing_type_source,barrier_status,pscis_road_name,transport_line_structured_name_1,transport_line_type_description,transport_line_surface_description,ften_forest_file_id,ften_file_type_description,ften_client_number,ften_client_name,ften_life_cycle_status_code,rail_track_name,rail_owner_name,rail_operator_english_name,ogc_proponent,dam_name,dam_owner,wcrp_barrier_type,utm_zone,utm_easting,utm_northing,linear_feature_id,blue_line_key,downstream_route_measure,wscode_ltree,localcode_ltree,watershed_group_code,dnstr_crossings,dnstr_barriers_anthropogenic,upstr_barriers_anthropogenic,stream_order,stream_magnitude,gradient,accessibility_model_salmon,accessibility_model_steelhead,accessibility_model_wct,observedspp_dnstr,observedspp_upstr,watershed_upstr_ha,total_network_km,total_stream_km,total_lakereservoir_ha,total_wetland_ha,total_slopeclass03_waterbodies_km,total_slopeclass03_km,total_slopeclass05_km,total_slopeclass08_km,total_slopeclass15_km,total_slopeclass22_km,total_slopeclass30_km,total_belowupstrbarriers_network_km,total_belowupstrbarriers_stream_km,total_belowupstrbarriers_lakereservoir_ha,total_belowupstrbarriers_wetland_ha,total_belowupstrbarriers_slopeclass03_waterbodies_km,total_belowupstrbarriers_slopeclass03_km,total_belowupstrbarriers_slopeclass05_km,total_belowupstrbarriers_slopeclass08_km,total_belowupstrbarriers_slopeclass15_km,total_belowupstrbarriers_slopeclass22_km,total_belowupstrbarriers_slopeclass30_km,salmon_network_km,salmon_stream_km,salmon_lakereservoir_ha,salmon_wetland_ha,salmon_slopeclass03_waterbodies_km,salmon_slopeclass03_km,salmon_slopeclass05_km,salmon_slopeclass08_km,salmon_slopeclass15_km,salmon_slopeclass22_km,salmon_slopeclass30_km,salmon_belowupstrbarriers_network_km,salmon_belowupstrbarriers_stream_km,salmon_belowupstrbarriers_lakereservoir_ha,salmon_belowupstrbarriers_wetland_ha,salmon_belowupstrbarriers_slopeclass03_waterbodies_km,salmon_belowupstrbarriers_slopeclass03_km,salmon_belowupstrbarriers_slopeclass05_km,salmon_belowupstrbarriers_slopeclass08_km,salmon_belowupstrbarriers_slopeclass15_km,salmon_belowupstrbarriers_slopeclass22_km,salmon_belowupstrbarriers_slopeclass30_km,steelhead_network_km,steelhead_stream_km,steelhead_lakereservoir_ha,steelhead_wetland_ha,steelhead_slopeclass03_waterbodies_km,steelhead_slopeclass03_km,steelhead_slopeclass05_km,steelhead_slopeclass08_km,steelhead_slopeclass15_km,steelhead_slopeclass22_km,steelhead_slopeclass30_km,steelhead_belowupstrbarriers_network_km,steelhead_belowupstrbarriers_stream_km,steelhead_belowupstrbarriers_lakereservoir_ha,steelhead_belowupstrbarriers_wetland_ha,steelhead_belowupstrbarriers_slopeclass03_waterbodies_km,steelhead_belowupstrbarriers_slopeclass03_km,steelhead_belowupstrbarriers_slopeclass05_km,steelhead_belowupstrbarriers_slopeclass08_km,steelhead_belowupstrbarriers_slopeclass15_km,steelhead_belowupstrbarriers_slopeclass22_km,steelhead_belowupstrbarriers_slopeclass30_km,wct_network_km,wct_stream_km,wct_lakereservoir_ha,wct_wetland_ha,wct_slopeclass03_waterbodies_km,wct_slopeclass03_km,wct_slopeclass05_km,wct_slopeclass08_km,wct_slopeclass15_km,wct_slopeclass22_km,wct_slopeclass30_km,wct_belowupstrbarriers_network_km,wct_belowupstrbarriers_stream_km,wct_belowupstrbarriers_lakereservoir_ha,wct_belowupstrbarriers_wetland_ha,wct_belowupstrbarriers_slopeclass03_waterbodies_km,wct_belowupstrbarriers_slopeclass03_km,wct_belowupstrbarriers_slopeclass05_km,wct_belowupstrbarriers_slopeclass08_km,wct_belowupstrbarriers_slopeclass15_km,wct_belowupstrbarriers_slopeclass22_km,wct_belowupstrbarriers_slopeclass30_km,ch_spawning_km,ch_rearing_km,ch_spawning_belowupstrbarriers_km,ch_rearing_belowupstrbarriers_km,co_spawning_km,co_rearing_km,co_rearing_ha,co_spawning_belowupstrbarriers_km,co_rearing_belowupstrbarriers_km,co_rearing_belowupstrbarriers_ha,sk_spawning_km,sk_rearing_km,sk_rearing_ha,sk_spawning_belowupstrbarriers_km,sk_rearing_belowupstrbarriers_km,sk_rearing_belowupstrbarriers_ha,st_spawning_km,st_rearing_km,st_spawning_belowupstrbarriers_km,st_rearing_belowupstrbarriers_km,all_spawning_km,all_spawning_belowupstrbarriers_km,all_rearing_km,all_rearing_belowupstrbarriers_km,all_spawningrearing_km,all_spawningrearing_belowupstrbarriers_km,dbm_mof_50k_grid,dnstr_barriers_anthropogenic_count,external_crossing_reference,stream_name,road_name,barrier_result_code,downstream_channel_width,habitat_value_code,consultant_name,image_view_url,my_text,my_priority,my_stream_name,my_road_name,modelled_crossing_id_corr,structure,notes,reviewer,misc_point_id,geom,long,lat
1014000234,NA,NA,NA,14000234,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,Road unclassified,rough,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,6008876,635306,139028756,360647565,1524.4040255985012,400.431358.585806.306358,400.431358.585806.306358.061909,MORR,"{1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,{1014001018},1,1,0.1171,NA,POTENTIALLY ACCESSIBLE,NA,NA,NA,NA,1.37,1.27,0,0.86,0.1,0,0,0.63,0.2,0.44,0,0.64,0.64,0,0,0,0,0,0,0.2,0.44,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,1.27,0,0.86,0.1,0,0,0.63,0.2,0.44,0,0.64,0.64,0,0,NA,0,0,0,0.2,0.44,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,093L.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,airvine,68,"c(939800.436924651, 1023443.9594829)",939800.4369246515,1023443.9594828999
1014000973,NA,NA,NA,14000973,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,Road unclassified,rough,R05231,Road Permit,00001271,CANADIAN FOREST PRODUCTS LTD.,ACTIVE,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,6008375,631610,139029283,360822322,2051.972413772849,400.431358.585806.332815,400.431358.585806.332815.098704,MORR,"{1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,"{1014000251,1014001159,1014001375,1014000252}",2,3,0.054,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,NA,NA,{DV},260.5002,7,5.91,2.72,5.33,0.79,0.53,0,1.62,3.65,0.11,0,4.1,3.32,0,4.01,0.48,0.47,0,1.57,1.17,0.11,0,4.39,3.61,0,4.01,0.47,0.47,0,1.56,1.58,0,0,3.99,3.21,0,4.01,0.47,0.47,0,1.56,1.18,0,0,6.58,5.49,2.72,5.33,0.79,0.53,0,1.62,3.23,0.11,0,4.1,3.32,0,4.01,NA,0.47,0,1.57,1.17,0.11,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,093L.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,Close to Morice with a good sized wetland but likely very small channel according to FISS site upstream and model output.,low,NA,NA,NA,NA,NA,airvine,67,"c(936095.921411979, 1023098.94716362)",936095.9214119794,1023098.9471636177
1014000070,NA,NA,NA,14000070,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,Road unclassified,rough,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,6016191,638414,139022903,360381632,505.0020893977549,400.431358.585806.190109.032481,400.431358.585806.190109.032481,MORR,"{1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,{1014000170},1,1,0.0205,NA,POTENTIALLY ACCESSIBLE,NA,NA,NA,NA,1.92,1.92,NA,NA,0,1.92,0,0,0,0,0,0.58,0.58,0,0,0,0.58,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,1.92,NA,NA,0,1.92,0,0,0,0,0,0.58,0.58,0,0,NA,0.58,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,093L.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,airvine,71,"c(943207.903383865, 1030641.51853158)",943207.9033838654,1030641.5185315848
1014000218,NA,NA,NA,14000218,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,Road unclassified,rough,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,6014562,635660,139023668,360441865,407.51841475255793,400.431358.585806.190109.107844.324335.098929,400.431358.585806.190109.107844.324335.098929,MORR,"{1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,{1014000705},1,1,0.0856,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,NA,NA,NA,NA,1.03,0.6,0,11.91,0.44,0,0.43,0,0.16,0,0,0.16,0.17,0,0,0,0,0,0,0.16,0,0,1.03,0.6,0,11.91,0.44,0,0.43,0,0.16,0,0,0.16,0.17,0,0,0,0,0,0,0.16,0,0,1.03,0.6,0,11.91,0.44,0,0.43,0,0.16,0,0,0.16,0.17,0,0,NA,0,0,0,0.16,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,093L.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,airvine,73,"c(940394.324033346, 1029126.28239294)",940394.3240333456,1029126.2823929428
1014000064,NA,NA,NA,14000064,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,Road unclassified,rough,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,6029920,610925,139004717,360791857,1602.2750232420146,400.431358.585806.558169.568786.435436,400.431358.585806.558169.568786.435436.416810,MORR,"{1024715924,1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,NA,2,3,0.0864,NA,NA,NA,"{DV,TR}",{DV},124.5462,2.43,2.43,NA,NA,0,0,0,0,0.56,1.32,0,2.43,2.43,NA,NA,0,0,0,0,0.56,1.32,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,093L.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,airvine,74,"c(916396.016933406, 1045567.45055874)",916396.0169334055,1045567.4505587441
1014000804,NA,NA,NA,14000804,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,Morice River FSR,Road resource demographic,loose,4656,Forest Service Road,00133887,DISTRICT MANAGER NADINA (DND),ACTIVE,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,5998472,620202,139038259,360874056,2700.3166483233535,400.431358.585806.405041.479584.038317,400.431358.585806.405041.479584.038317.216749,MORR,"{1024715938,1024715943,1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,"{1014000728,1014000211,1014000411,1014000727,1014000175,1014000212}",2,3,0.0406,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,NA,{CT},NA,430.6701,6.77,5.57,0.79,11.4,0.8,1.04,2.07,0.64,1.83,0.1,0,0.1,0.1,0,0,0,0,0.1,0,0,0,0,6.14,5.19,0.75,9.18,0.67,0.76,1.99,0.64,1.83,0,0,0.1,0.1,0,0,0,0,0.11,0,0,0,0,6.77,5.57,0.79,11.4,0.8,1.04,2.07,0.64,1.83,0.1,0,0.1,0.1,0,0,NA,0,0.1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0.1,0.1,NA,0.1,0.1,NA,0,0,NA,0,0,NA,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,093L.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,airvine,75,"c(924307.221186286, 1013660.07245265)",924307.2211862858,1013660.072452648
1014000852,NA,NA,NA,14000852,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,Road resource,loose,R10987,Road Permit,00001271,CANADIAN FOREST PRODUCTS LTD.,ACTIVE,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,5989671,621859,139045981,360727576,513.5083156739389,400.431358.585806.405041.630893.407630,400.431358.585806.405041.630893.407630,MORR,"{1014000897,1024715938,1024715943,1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,NA,1,1,0.0846,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,NA,NA,NA,NA,2.03,1.62,0.88,3.04,0.38,0.82,0.03,0,0.8,0,0,2.03,1.62,0.88,3.04,0.38,0.82,0.03,0,0.8,0,0,2.03,1.62,0.88,3.04,0.38,0.82,0.03,0,0.8,0,0,2.03,1.62,0.88,3.04,0.38,0.82,0.03,0,0.8,0,0,2.03,1.62,0.88,3.04,0.38,0.82,0.03,0,0.8,0,0,2.03,1.62,0.88,3.04,NA,0.82,0.03,0,0.8,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,093L.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,airvine,76,"c(925585.6815355, 1004770.32689373)",925585.6815354998,1004770.3268937286
1014000895,NA,NA,NA,14000895,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,Road unclassified,loose,R10987,Road Permit,00001271,CANADIAN FOREST PRODUCTS LTD.,ACTIVE,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,5992522,623387,139043721,360872006,727.3725960462187,400.431358.585806.405041.630893.218059.377747,400.431358.585806.405041.630893.218059.377747.188989,MORR,"{1024715938,1024715943,1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,"{1014000529,1014000330,1014001584}",1,1,0.0065,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,NA,{RB},NA,NA,2.61,1.79,0,12.6,0.82,0.61,0,0.67,0.51,0,0,1.47,0.65,0,12.6,0.82,0.46,0,0.19,0,0,0,1.97,1.16,0,12.6,0.82,0.46,0,0.67,0.02,0,0,1.46,0.65,0,12.6,0.82,0.46,0,0.19,0,0,0,2.61,1.79,0,12.6,0.82,0.61,0,0.67,0.51,0,0,1.47,0.65,0,12.6,NA,0.46,0,0.19,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1.23,12.6,0,1.23,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,1.23,1.23,1.23,1.23,093L.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,airvine,77,"c(927229.252528587, 1007562.69751835)",927229.252528587,1007562.6975183546
1014001068,NA,NA,NA,14001068,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,Road resource,loose,R05233,Road Permit,00001271,CANADIAN FOREST PRODUCTS LTD.,ACTIVE,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,5995232,627140,139041090,360743937,338.0185287514368,400.431358.585806.405041.387136.279131,400.431358.585806.405041.387136.279131,MORR,"{1014001058,1024715938,1024715943,1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,"{1014000474,1014000659,1024731104,1014000660,1014000837,1014000034,1014000048,1014000838,1014000036,1014001716,1014001454,1014000841,1014000475,1014000314,1014000470,1014000473}",3,5,0.0891,NA,NA,NA,NA,NA,720.0811,8.9,7.85,1.46,7.82,0.95,0.24,4.03,3.01,0.53,0,0.15,1.2,1.09,0,2.51,0.12,0,0.85,0.2,0.04,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,093L.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,airvine,78,"c(931084.465882502, 1010119.40478462)",931084.4658825019,1010119.4047846169
1014001652,NA,NA,NA,14001652,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,Road resource,loose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,5988330,618177,139047598,360832803,4548.912039799304,400.431358.585806.405041.724083,400.431358.585806.405041.724083.470850,MORR,"{1024715938,1024715943,1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,"{1014001438,1014001019}",2,2,0.034,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,NA,NA,{CT},264.4916,4.38,2.77,7.25,12.92,1.48,1.35,1.01,0.54,0,0,0,1.43,0.78,2.36,5.47,0.52,0,0.82,0.09,0,0,0,4.38,2.77,7.25,12.92,1.48,1.35,1.01,0.54,0,0,0,1.43,0.78,2.36,5.47,0.52,0,0.82,0.09,0,0,0,4.38,2.77,7.25,12.92,1.48,1.35,1.01,0.54,0,0,0,1.43,0.78,2.36,5.47,NA,0,0.82,0.09,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,093L.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,airvine,79,"c(921859.871057084, 1003582.93251985)",921859.8710570842,1003582.9325198465
1014001279,NA,NA,NA,14001279,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,Road resource,rough,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,5997169,623298,139039240,360419861,290.30113140824335,400.431358.585806.405041.387136.042262,400.431358.585806.405041.387136.042262,MORR,"{1014001058,1024715938,1024715943,1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,"{1014001116,1014001524,1014001364}",1,1,0.1158,NA,POTENTIALLY ACCESSIBLE,NA,NA,NA,NA,1.56,1.56,NA,NA,0,0,0,0.57,0.73,0.27,0,0.19,0.19,0,0,0,0,0,0,0.19,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1.3,NA,NA,0,0,0,0.57,0.73,0,0,0.2,0.2,0,0,NA,0,0,0,0.19,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,093L.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,airvine,80,"c(927337.606572561, 1012222.52426514)",927337.6065725608,1012222.5242651361
1014001065,NA,NA,NA,14001065,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,Road unclassified,loose,R05233,Road Permit,00001271,CANADIAN FOREST PRODUCTS LTD.,ACTIVE,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,5997789,622628,139038985,360701116,219.1840922730113,400.431358.585806.405041.368826,400.431358.585806.405041.368826,MORR,"{1024715938,1024715943,1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,"{1014001651,1014001310,1014000431,1014000017,1014000836,1014000018,1014000435,1014001117,1014001617,1014001525,1014001287}",2,2,0.076,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,NA,NA,NA,92.8808,4.86,4.73,0,3.44,0.13,0,0.26,2.46,2.01,0,0,0.51,0.5,0,0,0,0,0,0.51,0,0,0,1.95,1.95,NA,NA,0,0,0,1.29,0.66,0,0,0.51,0.51,0,0,0,0,0,0.51,0,0,0,4.86,4.73,0,3.44,0.13,0,0.26,2.46,2.01,0,0,0.51,0.5,0,0,NA,0,0,0.51,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,093L.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,airvine,82,"c(926695.985767717, 1012872.70010205)",926695.9857677165,1012872.7001020481
1014001324,NA,NA,NA,14001324,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,NA,NA,9946,Forest Service Road,00133887,DISTRICT MANAGER NADINA (DND),ACTIVE,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,6011292,613294,139025735,360294180,733.3820918438608,400.431358.585806.494461.108341.404583,400.431358.585806.494461.108341.404583,MORR,"{1014001103,1014000668,1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,NA,1,1,0.0434,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,NA,NA,NA,NA,1.45,1.45,NA,NA,0,0,0.67,0,0.79,0,0,1.45,1.45,NA,NA,0,0,0.67,0,0.79,0,0,0.67,0.67,NA,NA,0,0,0.67,0,0,0,0,0.67,0.67,NA,NA,0,0,0.67,0,0,0,0,1.45,1.45,NA,NA,0,0,0.67,0,0.79,0,0,1.45,1.45,NA,NA,NA,0,0.67,0,0.79,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,093L.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,airvine,84,"c(917966.396686221, 1026799.89821907)",917966.3966862208,1026799.8982190725
1014000718,NA,NA,NA,14000718,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,Morice Owen FSR,Road resource demographic,loose,9947,Forest Service Road,00133887,DISTRICT MANAGER NADINA (DND),ACTIVE,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,6002088,643882,139035697,360785361,256.4037594784919,400.431358.585806.266600.435069,400.431358.585806.266600.435069,MORR,"{197369,197361,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,{1014000599},2,3,0.0661,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,NA,NA,"{DV,RB}",474.273,8.04,7.16,3.08,4.98,0.73,0.09,1.54,4.08,1.59,0,0,6.02,5.68,0,2.42,0.19,0,0.15,4.08,1.59,0,0,2.04,2.04,NA,NA,0,0,0,2.04,0,0,0,2.04,2.04,0,0,0,0,0,2.04,0,0,0,7.03,6.49,3.08,2.56,0.54,0.09,1.39,4.08,0.93,0,0,5.01,5.01,0,0,NA,0,0,4.08,0.93,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,093L.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,Models as over 2m wide and has fish obs upstream.,mod,NA,NA,NA,NA,NA,airvine,83,"c(948058.92483484, 1016278.09020387)",948058.9248348402,1016278.090203869
1014001635,NA,NA,NA,14001635,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,Road unclassified,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,6017825,594225,139018160,360664703,712.3193370569327,400.431358.585806.558169.005657.271238.385828.070910.139331,400.431358.585806.558169.005657.271238.385828.070910.139331,MORR,"{1014001225,1024715936,1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,NA,1,1,0.025,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,NA,NA,NA,NA,0.91,0.7,0,162.93,0.12,0,0,0.09,0.7,0,0,0.91,0.7,0,162.93,0.12,0,0,0.09,0.7,0,0,0.36,0.15,0,162.93,0.12,0,0,0.09,0.15,0,0,0.36,0.15,0,162.93,0.12,0,0,0.09,0.15,0,0,0.91,0.7,0,162.93,0.12,0,0,0.09,0.7,0,0,0.91,0.7,0,162.93,NA,0,0,0.09,0.7,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,093L.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,airvine,86,"c(899238.360250287, 1034156.55200298)",899238.3602502869,1034156.552002975
