date,pscis_crossing_id,my_crossing_reference,crew_members,utm_zone.x,easting,northing,stream_name,road_name,road_km_mark,road_tenure,crossing_subtype,diameter_or_span_meters,length_or_width_meters,continuous_embeddedment_yes_no,average_depth_embededdment_meters,resemble_channel_yes_no,backwatered_yes_no,percentage_backwatered,fill_depth_meters,outlet_drop_meters,outlet_pool_depth_0_01m,inlet_drop_yes_no,culvert_slope_percent,downstream_channel_width_meters,stream_slope,beaver_activity_yes_no,fish_observed_yes_no,valley_fill,habitat_value,stream_width_ratio,culvert_length_score,embed_score,outlet_drop_score,culvert_slope_score,stream_width_ratio_score,final_score,barrier_result,crossing_fix,recommended_diameter_or_span_meters,assessment_comment,source,geometry,misc_point_id,digital_road_atlas_line_id,highway_route_number,road_class,road_name_full,road_surface,trim_transportation_lines_id,ften_road_segment_line_id,forest_file_id,road_section_id,road_responsibility_type_code,retirement_date,file_status_code,file_type_code,file_type_description,client_number,client_name,life_cycle_status_code,map_label,og_road_segment_permit_id,og_petrlm_dev_rd_pre06_pub_id,track_segment_id,track_name,track_classification,use_type,gauge,status,operator_english_name,owner_name,fcode,fcode_label,utm_zone.y,utm_easting,utm_northing,distance,crossing_id,geom_modelled_crossing,admin_area_abbreviation,map_tile_display_name,client_name_abb,my_road_tenure,aggregated_crossings_id,stream_crossing_id,dam_id,modelled_crossing_id,crossing_source,crossing_type,crossing_name,barrier_status,linear_feature_id,blue_line_key,downstream_route_measure,wscode_ltree,localcode_ltree,watershed_group_code,geom,dnstr_crossings,dnstr_barriers_anthropogenic,observedspp_dnstr,observedspp_upstr,stream_order,stream_magnitude,gradient,watershed_upstr_ha,total_network_km,total_stream_km,total_lakereservoir_ha,total_wetland_ha,total_slopeclass03_waterbodies_km,total_slopeclass03_km,total_slopeclass05_km,total_slopeclass08_km,total_slopeclass15_km,total_slopeclass22_km,total_slopeclass30_km,total_belowupstrbarriers_network_km,total_belowupstrbarriers_stream_km,total_belowupstrbarriers_lakereservoir_ha,total_belowupstrbarriers_wetland_ha,total_belowupstrbarriers_slopeclass03_waterbodies_km,total_belowupstrbarriers_slopeclass03_km,total_belowupstrbarriers_slopeclass05_km,total_belowupstrbarriers_slopeclass08_km,total_belowupstrbarriers_slopeclass15_km,total_belowupstrbarriers_slopeclass22_km,total_belowupstrbarriers_slopeclass30_km,salmon_network_km,salmon_stream_km,salmon_lakereservoir_ha,salmon_wetland_ha,salmon_slopeclass03_waterbodies_km,salmon_slopeclass03_km,salmon_slopeclass05_km,salmon_slopeclass08_km,salmon_slopeclass15_km,salmon_slopeclass22_km,salmon_slopeclass30_km,salmon_belowupstrbarriers_network_km,salmon_belowupstrbarriers_stream_km,salmon_belowupstrbarriers_lakereservoir_ha,salmon_belowupstrbarriers_wetland_ha,salmon_belowupstrbarriers_slopeclass03_waterbodies_km,salmon_belowupstrbarriers_slopeclass03_km,salmon_belowupstrbarriers_slopeclass05_km,salmon_belowupstrbarriers_slopeclass08_km,salmon_belowupstrbarriers_slopeclass15_km,salmon_belowupstrbarriers_slopeclass22_km,salmon_belowupstrbarriers_slopeclass30_km,steelhead_network_km,steelhead_stream_km,steelhead_lakereservoir_ha,steelhead_wetland_ha,steelhead_slopeclass03_waterbodies_km,steelhead_slopeclass03_km,steelhead_slopeclass05_km,steelhead_slopeclass08_km,steelhead_slopeclass15_km,steelhead_slopeclass22_km,steelhead_slopeclass30_km,steelhead_belowupstrbarriers_network_km,steelhead_belowupstrbarriers_stream_km,steelhead_belowupstrbarriers_lakereservoir_ha,steelhead_belowupstrbarriers_wetland_ha,steelhead_belowupstrbarriers_slopeclass03_waterbodies_km,steelhead_belowupstrbarriers_slopeclass03_km,steelhead_belowupstrbarriers_slopeclass05_km,steelhead_belowupstrbarriers_slopeclass08_km,steelhead_belowupstrbarriers_slopeclass15_km,steelhead_belowupstrbarriers_slopeclass22_km,steelhead_belowupstrbarriers_slopeclass30_km,wct_network_km,wct_stream_km,wct_lakereservoir_ha,wct_wetland_ha,wct_slopeclass03_waterbodies_km,wct_slopeclass03_km,wct_slopeclass05_km,wct_slopeclass08_km,wct_slopeclass15_km,wct_slopeclass22_km,wct_slopeclass30_km,wct_belowupstrbarriers_network_km,wct_belowupstrbarriers_stream_km,wct_belowupstrbarriers_lakereservoir_ha,wct_belowupstrbarriers_wetland_ha,wct_belowupstrbarriers_slopeclass03_waterbodies_km,wct_belowupstrbarriers_slopeclass03_km,wct_belowupstrbarriers_slopeclass05_km,wct_belowupstrbarriers_slopeclass08_km,wct_belowupstrbarriers_slopeclass15_km,wct_belowupstrbarriers_slopeclass22_km,wct_belowupstrbarriers_slopeclass30_km
2020-08-26,NA,1804851,"KP, AI",9,654032.391801474,6020242.25224928,Bob Creek,Bob Creek FSR,NA,FLNR Nadina 10157,Bridge,4.8,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,0,0,0,0,0,0,0,Passable,NA,NA,Bridge. No issues.,pscis_phase1.xlsm,"c(958943.374650324, 1034036.45338607)",11,NA,NA,NA,NA,NA,NA,1503247,10157,01,BC,NA,HI,B40,Forest Service Road,00133887,DISTRICT MANAGER NADINA (DND),ACTIVE,10157 01 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,654032.391801474,6020242.252249279,1.2452826021320227e-4,1804851,0101000020BD0B0000F1B1D1BFBE432D414FE711E8688E2F41,MoTi,093L.109,FLNR Nadina,FLNR Nadina 10157,6555,NA,NA,1804851,MODELLED_CROSSINGS,OBS,NA,PASSABLE,17098294,360805488,664.7492946758151,400.431358.623573.185401,400.431358.623573.185401,BULK,0101000020BD0B0000D2674AACC3432D41AA2F353A628E2F41,"{20881,20934,20825,20900,20880,20873,20916,20841,2686,20839,20845,20883,20864,20882}",NA,NA,"{CT,RB}",3,20,0.037,1712.3533,25.13,23.91,0,13.18,0.81,0.05,0.98,4.74,9.02,4.02,1.66,24.64,23.53,0,12.42,0.7,0.05,0.76,4.74,9.02,3.86,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.71,11.31,0,10.9,0,0,0.74,4.74,5.79,0.44,0,11.71,11.31,0,10.9,NA,0,0.74,4.74,5.79,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
2020-08-26,NA,1800868,"AI, KP",9,672888.022611013,6005374.97014061,Tributary to Goosly Lake,Spur off Parrot FSR,0.1,MoTi unclassified,Ford,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,0,0,0,0,0,0,0,Unknown,NA,NA,Ford.  No issues.,pscis_phase1.xlsm,"c(977101.594290621, 1018338.54058933)",12,647880,NA,unclassified,NA,loose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,672888.0226110127,6005374.970140613,1.2450518680500594e-4,1800868,0101000020BD0B0000576A46309BD12D41B7CFB714C5132F41,MoTi,093L.105,NA,MoTi unclassified,3835,NA,NA,1800868,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,17107123,360854760,632.4842556077249,400.431358.623573.788386,400.431358.623573.788386,BULK,0101000020BD0B00008065EE2F9BD12D41B18D6C14C5132F41,"{20823,20899,20897,20889,20888,3971,20881,20934,20825,20900,20880,20873,20916,20841,2686,20839,20845,20883,20864,20882}",NA,NA,NA,3,6,0.0271,679.794,8.64,6.98,0,13.48,1.66,3.98,0.56,0.46,0.72,1.09,0.16,1.35,1.36,0,0.01,-0.01,0.94,0,0,0.41,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.39,5.73,0,13.48,1.66,3.98,0.56,0.46,0.72,0,0,1.36,1.36,0,0.01,NA,0.94,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
2020-08-27,NA,1800077,"KP, AI",9,661696.008223424,6039603.04545862,McInnes Creek,Unnamed,NA,MoTi unclassified,Ford,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,0,0,0,0,0,0,0,Unknown,NA,NA,Ford.  No issues.,pscis_phase1.xlsm,"c(967401.818130845, 1053108.26798107)",13,826549,NA,unclassified,NA,loose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,661696.0082234242,6039603.045458619,1.2453196765537644e-4,1801077,0101000020BD0B0000AE95E1A2D3852D41E53F9244B4113041,MoTi,093L.114,NA,MoTi unclassified,3981,NA,NA,1801077,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,17084574,360715988,1176.218318702462,400.431358.703254,400.431358.703254.048478,BULK,0101000020BD0B00008E8177A2D3852D41274AAD44B4113041,"{3302,3392,7021,20898,3254,20887,20933,20842,20825,20900,20880,20873,20916,20841,2686,20839,20845,20883,20864,20882}","{3302,3392,7021}",NA,NA,3,10,0.0802,833.9286,15.69,15.11,0,4.33,0.56,0.51,3.39,4.64,5.59,0.5,0.5,4.81,4.82,0,0,0,0.04,2.51,0.76,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.01,14.42,0,4.33,0.56,0.51,3.39,4.64,5.59,0.31,0,4.82,4.82,0,0,NA,0.04,2.51,0.76,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
2020-08-27,NA,1800068,"KP, AI",9,665518.060374683,6044192.12428499,Perow Creek,Perow Loop Rd,0.1,MoTi local,Round Culvert,2,32,No,NA,No,No,NA,1,0.33,0.26,No,2.5,2.5,3,Yes,No,Deep Fill,Medium,1.2,6,10,10,5,3,34,Barrier,Replace with New Open Bottom Structure,10,Private land.  Channelized downstream with concrete slab riprap in place. Private driveway is crossing 1801071 upstream.,pscis_phase1.xlsm,"c(971405.253546078, 1057543.06284862)",14,189919,NA,local,Perow Loop Rd,paved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,665518.0603746827,6044192.12428499,1.245250203315991e-4,1800068,0101000020BD0B0000DC55D0811AA52D417AB00E1007233041,MoTi,093L.114,NA,MoTi local,3298,NA,NA,1800068,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,17075846,360836816,521.1454747542159,400.431358.737582,400.431358.737582.024023,BULK,0101000020BD0B0000DDAED0811AA52D41E9C8121007233041,"{3297,7024,3296,20898,3254,20887,20933,20842,20825,20900,20880,20873,20916,20841,2686,20839,20845,20883,20864,20882}","{3297,7024}","{BB,CH,CO,CT,LNC,RB,SST,ST}",NA,4,30,0.0278,1637.1129,38.53,36.64,0,12.24,1.81,6.61,3.75,15.14,8.4,2.66,0.14,0.33,0.33,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,32.33,0,12.24,1.81,6.61,3.75,15.14,6.19,0.71,0.01,0.33,0.33,0,0,NA,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
2020-08-26,NA,1804152,"AI, KP",9,652746.539209162,6018036.28745955,Tributary to Buck Creek,Balsam FSR,NA,FLNR Nadina 9486,Round Culvert,1,20,No,NA,No,No,NA,2,0.27,0.12,Yes,4,1.5,5,No,No,Deep Fill,Medium,1.5,3,10,5,10,6,34,Barrier,Replace Structure with Streambed Simulation CBS,3,Good flow. Stream likley has inventory information. Should check with Canfor.,pscis_phase1.xlsm,"c(957568.482819601, 1031880.89549556)",15,NA,NA,NA,NA,NA,NA,994292,9486,01,BC,NA,HI,B40,Forest Service Road,00133887,DISTRICT MANAGER NADINA (DND),ACTIVE,9486 01 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,652746.5392091617,6018036.287459551,1.2453146464034187e-4,1804152,0101000020BD0B00001DA833F700392D4101146ECA917D2F41,MoTi,093L.109,FLNR Nadina,FLNR Nadina 9486,6092,NA,NA,1804152,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,17099463,360593521,789.7876822197413,400.431358.623573.231914,400.431358.623573.231914,BULK,0101000020BD0B00008F0FE2FF00392D416588ADC4917D2F41,"{20888,3971,20881,20934,20825,20900,20880,20873,20916,20841,2686,20839,20845,20883,20864,20882}",NA,NA,NA,2,2,0.065,101.6564,4.05,3.79,0,0.85,0.26,0,0,3.32,0.47,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.34,3.34,0,0,0,0,0,3.32,0.02,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-27,NA,1800073,"AI, KP",9,661765.450698328,6039489.95999891,McInnes Creek,Highway 16,NA,MoTi highway,Round Culvert,0.9,25,No,NA,No,Yes,100,2,0,0.7,No,0,1,0,No,No,Deep Fill,Low,1.1,3,10,0,0,3,16,Potential,Replace Structure with Streambed Simulation CBS,3,Small ditch likely modified due to adjacent agriculture.  Culvert fully passabel at the time of the survey because backwatered 100%.  Grasses around inlet and outlet make locating the culvert challenging.,pscis_phase1.xlsm,"c(967466.207039512, 1052992.00327471)",16,189950,16,highway,Hwy 16 E,paved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,661765.4506983276,6039489.95999891,1.2453266586819417e-4,1800073,0101000020BD0B0000189F006A54862D411D74CE0040113041,MoTi,093L.114,NA,MoTi highway,3302,NA,NA,1800073,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,17084574,360715988,1032.3981262911252,400.431358.703254,400.431358.703254.048478,BULK,0101000020BD0B0000F96EFF6954862D41568ED10040113041,"{3392,7021,20898,3254,20887,20933,20842,20825,20900,20880,20873,20916,20841,2686,20839,20845,20883,20864,20882}","{3392,7021}",NA,NA,3,10,0.0192,833.9286,15.84,15.25,0,4.33,0.56,0.65,3.39,4.64,5.59,0.5,0.5,0.15,0.14,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.15,14.56,0,4.33,0.56,0.65,3.39,4.64,5.59,0.31,0,0.14,0.14,0,0,NA,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
2020-08-27,NA,1800071,"AI, KP",9,663216,6042012,Tributary to Bulkley River,Highway 16,NA,MoTi highway,Round Culvert,0.8,25,No,NA,No,Yes,100,1.8,0,0.5,Yes,0,5,0,Yes,No,Deep Fill,Low,6.2,3,10,0,0,6,19,Potential,Replace with New Open Bottom Structure,10,Possible value for coho rearing.  Downstream CNRail crossing could not be located at time of assessment.  Tire at inlet.,pscis_phase1.xlsm,"c(969018.760766232, 1055457.00609858)",17,189946,16,highway,Hwy 16 E,paved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,663270.4658003439,6042126.869061234,127.33868289840159,1800071,0101000020BD0B000063A324D4EB922D41E51275C5511B3041,MoTi,093L.114,NA,Unknown,3300,NA,NA,1800071,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,17078856,360747751,104.65082588867729,400.431358.725554,400.431358.725554,BULK,0101000020BD0B00007B8908D4EB922D41CF387AC5511B3041,"{7026,20898,3254,20887,20933,20842,20825,20900,20880,20873,20916,20841,2686,20839,20845,20883,20864,20882}",{7026},NA,NA,4,12,0,1096.346,21.09,20.78,0,0.66,0.31,4.39,1.08,9.07,5.44,0.7,0,2.95,2.95,0,0,0,2.73,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16,7.16,0,0,0,2.72,0.23,2.32,1.57,0.32,0,2.95,2.95,0,0,NA,2.72,0.23,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
2020-08-27,NA,1800064,"AI, KP",9,665609.022094304,6044134.8838069,Perow Creek,Highway 16,NA,MoTi highway,Round Culvert,2.5,14,No,NA,Yes,No,NA,1,0,0.2,No,2.5,3.2,1.5,No,No,Deep Fill,High,1.3,0,10,0,5,3,18,Potential,Replace with New Open Bottom Structure,10,Culvert is likely as passable as natural channel for all species and life stages at most flows.,pscis_phase1.xlsm,"c(971493.455564208, 1057481.831104)",18,189915,16,highway,Hwy 16 E,paved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,665609.0220943042,6044134.883806896,1.2453332741829486e-4,1800064,0101000020BD0B000090413FE9CAA52D41E612BBD4C9223041,MoTi,093L.114,NA,MoTi highway,3294,NA,NA,1800064,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,17075668,360295072,66.86494323752866,400.431358.737582.024023.003961,400.431358.737582.024023.003961,BULK,0101000020BD0B0000AFB73AE9CAA52D4139968ED4C9223041,"{7025,20898,3254,20887,20933,20842,20825,20900,20880,20873,20916,20841,2686,20839,20845,20883,20864,20882}",NA,NA,NA,1,1,0.0053,NA,0.19,0.19,NA,NA,0,0.19,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,0.19,NA,NA,0,0.19,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-27,NA,1800062,"AI, KP",9,666847.204800561,6044305.15083155,Byman Creek,Highway 16,NA,MoTi highway,Oval Culvert,4,24,No,NA,No,No,NA,1.6,2,3.8,Yes,4,11.1,1.2,No,Yes,Deep Fill,High,2.8,3,10,10,10,6,39,Barrier,Replace with New Open Bottom Structure,22,Culvert is likely as passable for most species and life stages at most non-peak and non-lowest flows. Streamkeepers have observed fry moving through culvert in overwintering studies.,pscis_phase1.xlsm,"c(972734.433525173, 1057599.57514752)",19,189908,16,highway,Hwy 16 E,paved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,666847.2048005608,6044305.15083155,1.2452018272227018e-4,1800062,0101000020BD0B0000A88EF6DD7CAF2D41E9B534933F233041,MoTi,093L.114,NA,MoTi highway,3292,NA,NA,1800062,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,17075524,360856488,1427.5362626047156,400.431358.737582.024023,400.431358.737582.024023.014601,BULK,0101000020BD0B0000FEFCD0DD7CAF2D4132AA23933F233041,"{7025,20898,3254,20887,20933,20842,20825,20900,20880,20873,20916,20841,2686,20839,20845,20883,20864,20882}",NA,"{CH,CO,RB,SST,ST}","{CO,CSU,LNC,LSU,RB,RSC,ST}",5,155,0.0137,8993.109,199.18,162.28,0,357.14,33.54,36.54,24.95,48.67,40.26,11.24,1.97,190.23,154.5,0,340.1,32.37,35.16,21.95,47.24,38.35,11.18,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.46,142.97,0,350.23,32.49,36.53,24,46.44,34.5,4.04,0.02,170.8,136.48,0,333.19,NA,35.15,21.61,45.01,33.21,4.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
2020-08-27,NA,1800066,"AI, KP",9,665586.394087026,6043992.78268894,Perow Creek,CN Railway,NA,Canadian National,Concrete Box,3.2,8,Yes,1,Yes,No,NA,0,0,0,No,0,3.2,2,No,No,Deep Fill,High,1,0,0,0,0,3,3,Passable,NA,NA,Appears passable. No concerns.,pscis_phase1.xlsm,"c(971464.867496647, 1057340.4249349)",20,189916,NA,local,Perow Station Rd,loose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,665586.3940870265,6043992.78268894,1.245305703057929e-4,1800066,0101000020BD0B0000881028BC91A52D413960C06C3C223041,MoTi,093L.114,NA,MoTi local,3296,NA,NA,1800066,MODELLED_CROSSINGS,OBS,NA,PASSABLE,17075846,360836816,302.1184223170728,400.431358.737582,400.431358.737582.024023,BULK,0101000020BD0B00003D1C21BC91A52D416450D66C3C223041,"{20898,3254,20887,20933,20842,20825,20900,20880,20873,20916,20841,2686,20839,20845,20883,20864,20882}",NA,"{BB,CH,CO,CT,LNC,RB,SST,ST}",NA,4,30,0.0314,1637.1129,38.75,36.86,0,12.24,1.81,6.61,3.88,15.22,8.4,2.66,0.14,0.05,0.05,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.45,32.55,0,12.24,1.81,6.61,3.88,15.22,6.19,0.71,0.01,0.05,0.04,0,0,NA,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
2020-08-27,NA,1805595,"AI, KP",9,665623.56530409,6044045.25640133,Byman Creek,CN Railway,NA,Canadian National,Bridge,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,0,3,0,0,0,0,3,Passable,NA,NA,Appears passable. No concerns.,pscis_phase1.xlsm,"c(971504.136240192, 1057391.41221902)",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,df353b2fea79463689352023dc7f0465,None,Main,Freight and Passenger,Standard,Operational,Canadian National,Canadian National,NA,NA,9,665623.5653040902,6044045.256401335,1.2451517371083118e-4,1805595,0101000020BD0B00008FD1C045E0A52D415C077F696F223041,MoTi,093L.114,NA,Canadian National,7025,NA,NA,1805595,MODELLED_CROSSINGS,OBS,NA,PASSABLE,17075844,360856488,107.73873528987163,400.431358.737582.024023,400.431358.737582.024023,BULK,0101000020BD0B0000373FC145E0A52D410A2E80696F223041,"{20898,3254,20887,20933,20842,20825,20900,20880,20873,20916,20841,2686,20839,20845,20883,20864,20882}",NA,"{CH,CO,RB,ST}","{CH,CO,CSU,LNC,LSU,RB,RSC,SST,ST}",5,157,0.0045,9402.5978,201.94,164.9,0,358.5,33.63,38.33,25.34,48.72,40.46,11.47,1.97,1.43,1.43,0,0,0,1.39,0,0.05,0,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.81,145.32,0,350.23,32.49,38.32,24.35,46.49,34.68,4.04,0.02,1.43,1.43,0,0,NA,1.39,0,0.05,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
2020-08-27,NA,2020082701,"KP, AI",9,665574,6043989,Perow Creek,Perow Station Rd,NA,MoTi local,Bridge,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,0,0,0,0,0,0,0,Passable,NA,NA,Private bridge approximately 30 upstrea of confulence with Byman Creek.,pscis_phase1.xlsm,"c(971452.357041544, 1057337.16399965)",22,189916,NA,local,Perow Station Rd,loose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,665586.3940870265,6043992.78268894,12.928429401048945,1800066,0101000020BD0B0000881028BC91A52D413960C06C3C223041,MoTi,093L.114,NA,MoTi local,3296,NA,NA,1800066,MODELLED_CROSSINGS,OBS,NA,PASSABLE,17075846,360836816,302.1184223170728,400.431358.737582,400.431358.737582.024023,BULK,0101000020BD0B00003D1C21BC91A52D416450D66C3C223041,"{20898,3254,20887,20933,20842,20825,20900,20880,20873,20916,20841,2686,20839,20845,20883,20864,20882}",NA,"{BB,CH,CO,CT,LNC,RB,SST,ST}",NA,4,30,0.0314,1637.1129,38.75,36.86,0,12.24,1.81,6.61,3.88,15.22,8.4,2.66,0.14,0.05,0.05,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.45,32.55,0,12.24,1.81,6.61,3.88,15.22,6.19,0.71,0.01,0.05,0.04,0,0,NA,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
2020-08-28,NA,1800060,"KP, AI",9,672404.701407138,6044146.31063178,Richfield Creek,Highway 16,NA,MoTi highway,Round Culvert,4.2,24,No,NA,No,No,NA,1,0.2,1,No,2,12.5,1.5,No,Yes,Deep Fill,High,3,3,10,5,5,6,29,Barrier,Replace with New Open Bottom Structure,25,Habitat confirmation and minnowtrapping completed.,pscis_phase1.xlsm,"c(978265.154778266, 1057203.19036736)",23,189906,16,highway,Hwy 16 E,paved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,672404.7014071383,6044146.310631779,1.2452150669614915e-4,1800060,0101000020BD0B00009EA63E4FB2DA2D41E4C1B330B3213041,MoTi,093L.115,NA,MoTi highway,3290,NA,NA,1800060,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,17077509,360788426,1203.8542059512015,400.431358.773280,400.431358.773280,BULK,0101000020BD0B0000237C3B4FB2DA2D41B3EEB030B3213041,"{7023,20920,20918,20898,3254,20887,20933,20842,20825,20900,20880,20873,20916,20841,2686,20839,20845,20883,20864,20882}",NA,"{CH,CO,CT,DV,RB,SST,ST,TR}","{CH,CO,LKC,LNC,LSU,RB,SST,ST}",5,220,0.0118,16126.3149,346.68,281.78,0,753.32,58.65,89.28,77.04,73.15,28.71,8.64,3.74,225.52,171.06,0,618.52,48.84,53.64,40.92,46.93,21.04,5.79,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289.39,227.34,0,726.82,57.65,86.47,69.64,56.9,16.56,1.33,0,195.57,143.5,0,598.76,NA,53.47,39.49,39.87,13.02,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
